3.389017147039085076e-01,5.619328794354039314e-01,4.129063003206463467e-01,7.191090685881236233e-01,6.296657525071689410e-01
3.346555840118020653e-01,8.804213108028471346e-01,3.988919330856137702e-01,5.115709857122060500e-01,9.500891937487605521e-01
4.133566800234759198e-01,1.665043640284142867e-01,5.380928514706525556e-01,7.358428703743207233e-01,3.898139686187973574e-01
6.903171000732851725e-01,8.895746623280866849e-01,5.266106452992396214e-01,3.256750631600716650e-01,6.398128609806947864e-01
7.532250648768006318e-01,7.688432923466677060e-01,2.019382999428342984e-01,9.777114335668757317e-01,9.127785993460567626e-01
6.910719695747312707e-01,8.414232482097352417e-01,3.395334496823364523e-01,3.025180467087323910e-01,7.038903776273430779e-01
1.596198758743928581e-01,8.396825511551095911e-01,4.055052316425610259e-01,2.265195130959046788e-01,7.234591896409487966e-01
7.551939937189264818e-01,9.355517558382949739e-01,9.329675146837262956e-01,8.659035478376523320e-01,7.255601843540586682e-01
1.229851336265083139e-01,8.315500882502512292e-01,7.570307237475175643e-01,8.605321146817835887e-01,9.895207345301215707e-01
6.747586949757613528e-01,6.951591280358734304e-01,6.252480172515566537e-01,1.987458923724407800e-01,5.003652135312560700e-01
1.479928563825726462e-01,2.002152902790880207e-01,7.030778878098662421e-01,2.209562918002608845e-01,5.853508684611652413e-02
4.654795974364656086e-01,9.722014595217611799e-01,2.325817474659916950e-01,2.159977589016308652e-01,7.777199542765500517e-01
8.273388130938073015e-01,4.197568008656465954e-01,9.461441736338817021e-01,6.393517588653606643e-01,7.379268047947584730e-01
5.281002612310380373e-01,1.770281680320093809e-01,5.605420101715447023e-01,7.953867292973725300e-01,2.230952105157335552e-03
8.794110780693586982e-02,5.203968748206516670e-01,9.935344568432376011e-01,3.104201767430708747e-01,9.773137027687081035e-01
2.624038552340388630e-01,1.598014755854056945e-01,5.572841925870010149e-01,8.398660508208450892e-01,7.550647989189683829e-01
9.797693154968332152e-01,1.118458461549345362e-01,1.800697561643627154e-01,6.023597945017787891e-01,6.725567994574275232e-01
9.754295317616898942e-01,8.348667429958432917e-01,5.769966258715528706e-01,8.678009297204375416e-01,8.798597485397797735e-01
7.908574389705034235e-01,4.256668570910721039e-01,3.148064152600869026e-01,3.630070851609081828e-01,2.588095196230243422e-01
1.929296006205527547e-02,5.406346149484902996e-01,7.797652676240219849e-01,1.138446887220806447e-01,5.556831768327736842e-01
3.470939192715234434e-01,7.432646678568987086e-01,6.006906484317426909e-01,3.181820849235469373e-01,3.951706576737534782e-01
3.820665738426998193e-01,1.974326066687834835e-01,1.154369296233529463e-01,8.727879060243272091e-01,7.110837721409867251e-01
5.072493671863376186e-01,3.061125112797550285e-01,6.871877494515430396e-01,5.273309814808637697e-01,6.947255319020920750e-01
4.742142157155159188e-01,9.859156002578450817e-02,5.691108586084736576e-02,3.539274896324181574e-01,4.737133011945182659e-01
7.532791214095948540e-01,6.778938297025463022e-01,7.109583380948287790e-01,4.156902574165122211e-01,2.726467637295748592e-01
9.524708974853959287e-01,9.098014893007575488e-01,1.539464866010981092e-01,1.912120840334210481e-01,7.950387465032179302e-01
4.035500162480206710e-01,2.500882348931461330e-01,9.967199169422544802e-01,7.370255673230290405e-01,4.246960173278828687e-01
7.851801032798921831e-01,3.364055440591717794e-02,8.435514672057814467e-01,5.190471577506869938e-01,7.676167459355401901e-01
7.686512941192676918e-01,1.182178986831057266e-01,7.464295239050969810e-01,9.227334603478233310e-01,8.522068237671803770e-01
5.560351401882052125e-01,6.164210776119638524e-01,2.893070185351487300e-02,9.791603396729928743e-01,7.725839541724052184e-01
4.946286818486735903e-01,1.063712718543181612e-01,4.307542979330243327e-01,8.920823143336578109e-01,6.553906105727537179e-01
