8.647830809674699193e-01,1.470836904383995281e-01,2.374134548074016138e-01,4.133438958862027945e-01,1.347617754683333446e-01
4.749870328215558546e-01,9.276060473803746653e-01,5.874484578324635775e-01,9.133404863636319648e-01,1.304019694055397194e-01
5.057527819444368467e-01,9.868340722270573240e-01,3.531175267503711135e-01,1.837848156188998106e-01,9.496878516901099410e-01
7.836801535485155012e-01,8.217999583044831580e-01,6.228971098701973075e-01,6.858622555977794688e-01,8.683987806357551520e-02
2.300142609584414632e-01,5.790325569162649844e-01,1.448412719913715341e-01,1.785737240762347300e-01,2.706438893754781194e-02
4.004993791789068780e-02,1.173212934049446821e-01,6.093039141657802249e-01,2.236233022375093693e-01,5.575631893464554345e-01
3.806657188625603983e-01,5.288931717089606632e-01,4.540453335170365756e-01,9.191856905825733781e-01,3.202132948515984401e-01
7.669539708293073854e-01,7.194913320602858153e-01,7.544855293247987316e-01,2.537496936150097637e-01,2.121903397148021675e-01
1.347484309037182415e-01,3.750597662355971140e-01,4.788907482857285292e-02,6.571024607512713223e-01,5.244384304968751076e-01
2.715522539797912138e-01,9.124583114420338203e-01,9.050542366924629878e-01,1.017332017781267250e-01,9.807611078256731618e-01
7.099257563190947140e-01,6.303854449759185297e-01,8.101780021553153244e-01,8.677655599770269790e-01,5.914500173067799293e-01
8.821229185886361179e-01,3.793893402041519369e-01,2.807770195896589494e-01,4.111318656236689906e-01,5.411832201273200083e-01
2.477610484350913911e-01,8.624929219027228644e-01,2.261194485688823308e-01,3.135008480548325815e-01,7.082525454624832850e-01
5.173956955410885516e-01,2.094100691421502125e-01,4.509409028136894815e-01,3.396024677005605730e-01,6.879402570262751482e-01
5.053753540723632254e-01,6.685470136987068379e-01,5.471610133389521735e-01,8.869329014670073175e-01,2.194638050332348156e-01
4.483531304944543550e-01,4.941493326768970906e-01,3.831234416996897041e-01,9.175874486643920136e-02,7.018292036322458793e-01
8.146068120557383718e-01,8.834336983556264622e-01,7.330259430114784980e-01,3.387068111278571658e-01,2.952610847480231504e-01
1.007487870890345638e-01,2.249745758250680794e-01,4.355254876491314597e-01,4.640005848478034878e-02,5.746944134573741536e-01
3.301095038766973522e-01,3.750511454876903628e-02,7.604994259949924285e-01,5.041110898767241499e-01,6.697896159158300833e-01
1.401549973325993959e-01,7.632327892250031498e-01,7.797378135750810957e-01,3.562433909640070340e-01,7.143898253815383903e-02
9.384136415779789075e-01,7.111421365715624443e-01,4.632851148262632224e-01,6.482564431491543155e-01,1.260699582504781757e-01
2.477128199007182507e-01,3.195542169644327579e-02,6.693822353207110609e-01,1.818407169606928164e-02,9.752390230460994403e-02
5.133101477824320025e-01,7.877979490534642304e-01,6.855671442153971062e-01,1.173210135534989984e-01,3.061257279243900786e-01
5.997446643744307471e-01,7.805060081962029717e-01,4.838179571304510596e-01,6.360680033965572244e-01,5.688445982340043505e-01
6.843285472502824707e-02,9.553481930786090759e-01,5.708836450661272099e-01,5.648472118264171726e-01,5.519491432604597403e-01
8.737287675225255956e-01,1.222341098427274231e-01,5.783028471184741282e-01,1.475223382926634796e-01,3.941375125177003502e-01
3.237291092519716251e-01,2.008096921417569236e-01,2.651277712318669266e-01,8.062507538515550909e-02,7.191992513902382145e-01
6.397846296015016199e-01,4.201180149750953774e-01,8.398730625992019139e-01,9.139400727222777299e-01,1.598447308501945718e-01
8.228646057800366176e-01,9.127127354448328900e-01,1.012387124148295126e-02,7.615868226882579473e-01,4.007978743755641338e-01
1.050700059197400282e-01,6.428641674599715472e-01,7.529089551784611256e-01,6.002617132296894642e-02,5.799799685240246694e-01
5.145985207575225484e-01,3.520321055818028677e-01,5.885672632069689492e-01,6.584886352752907790e-01,2.439876550357017448e-01
1.306680867855757322e-01,3.849721877774994194e-01,6.004981193729831412e-01,5.124874044182790023e-01,9.823952698097614400e-01
2.028676858446660791e-01,6.106579775508470531e-01,9.983138564272919790e-02,4.091818031402805200e-01,6.743147562878105683e-01
3.569551023478806373e-01,1.740140887495444932e-02,6.064621823503784093e-01,7.618910258206490482e-02,9.273373038779063604e-01
3.722749195329266847e-02,6.560874450036102701e-01,9.318084125909372739e-01,5.157726289317616786e-01,1.857999797047457102e-01
8.697208893405904417e-01,3.118548223221315752e-01,2.277527225712211445e-01,3.120903203960346817e-01,2.017031382531738748e-01
9.630786879929391642e-01,8.318217796149768306e-01,3.605189212423354217e-02,1.328757710100482159e-01,1.824764650749785000e-01
2.755005588566237229e-01,9.749444904889665864e-01,8.751318170131302532e-01,1.104329349539394656e-01,9.722052028257993639e-01
9.466703625713802639e-01,6.628325313329960222e-01,9.735032683562002687e-01,3.063851561009867108e-01,5.738674091359736718e-01
3.841828566699450054e-01,8.509807672796017020e-01,4.125593821509596637e-01,1.838406608939628928e-01,5.885902378987153405e-01
6.367417503902976783e-01,9.643946156534610736e-01,2.969427551055576764e-01,5.281575571551234694e-01,2.462634274232438081e-01
1.375247766083251832e-01,1.045574129962645316e-03,7.899851034647541459e-01,2.839329442913381962e-01,7.141357623115158759e-01
1.040642376528203572e-01,3.298115175217176676e-01,8.355128719266846637e-01,8.316110889168257803e-01,4.776778495161559945e-01
1.232205472177116956e-01,4.820869648382632988e-01,7.703713794608676446e-01,2.533841531459927188e-01,5.089655984566932023e-02
4.026761033835281056e-01,3.826051622425110654e-01,7.410996720271441074e-01,4.031775698127871843e-01,2.100181215517989974e-01
3.511328969125532273e-01,8.293652200584945566e-01,8.610200777797220040e-01,6.955617554797427493e-01,7.534996597485864589e-01
1.117290099612677778e-01,4.099542378152076783e-01,9.944622285701394393e-01,5.734747245149716122e-01,2.244372392886944123e-01
9.784017624607682651e-01,4.329690967386595757e-01,4.647411961496081823e-01,6.872139378420325517e-01,2.499198395583168697e-01
5.753628795408481933e-01,7.944637785616164294e-01,2.977392598503671994e-01,5.618523626125860870e-01,4.613672455201868194e-01
3.958919758285699420e-01,5.990081914253577722e-01,4.546340845063867597e-01,6.864834886776522982e-01,8.613047170333426594e-01
3.122123000251798564e-01,5.280285831496801530e-01,1.578293165799885545e-01,7.362692834248951712e-01,2.385357944727514168e-01
6.585788116941331261e-01,6.575273402715612336e-01,4.195111150655772558e-01,1.913427791683220969e-01,1.848503111624058004e-01
7.769280953157540193e-01,9.862807969178086775e-01,9.338544700306261603e-02,6.322769143418385251e-01,7.824093123900086599e-01
5.403136994699228035e-01,9.479390996357536237e-01,1.869479930220373509e-01,6.014568580680645926e-01,7.728623137546686284e-02
3.608642271474000740e-01,2.747883576386040971e-01,8.508485224593009821e-02,5.455789419969898635e-01,4.642193973150863240e-01
3.069085066517041049e-03,1.816887799930206882e-01,1.652148200794197885e-01,5.408912951972644212e-01,2.145890696712526857e-01
8.975772602330989169e-01,2.400748135157168006e-01,3.494720704969807024e-01,1.958771844336124612e-01,7.729076534243076724e-01
1.833954555603467540e-02,4.219292284379919655e-01,2.777043187806027547e-04,3.945387624287981509e-01,4.800986106740312565e-01
3.667376353420269686e-01,4.477892577596997992e-01,4.673907142533118009e-02,7.965512842262928439e-01,4.123606845758331918e-02
9.158696156161105772e-01,8.020428019587017010e-01,9.944595638691989814e-01,2.076470231165817859e-01,8.566574208582901084e-01
5.290832755063054060e-01,6.238712495250333667e-01,4.612129742483175310e-01,9.519099326473802192e-01,1.025765816706752931e-01
7.798143425683289331e-01,7.193502829712121738e-01,7.691294202248222245e-01,2.870237252903448111e-01,2.185510268823830371e-01
2.883476330579387570e-01,5.778019002046587138e-01,1.698578570162797563e-01,1.161410594215087633e-01,7.013649831018591296e-01
1.282916832765460535e-01,7.542224440286294795e-01,2.168926403278679249e-01,6.371953957449825179e-01,4.675889352072487570e-01
2.077558766115468192e-01,3.489266266967516739e-01,5.790677118580177529e-01,8.757343556729251244e-01,3.349104480925646499e-02
6.250383261695683368e-01,3.503314663745781266e-01,3.614353524972374609e-01,3.710665317952743791e-01,8.431704513618148988e-01
3.810677721784926364e-01,5.189329276963650095e-01,1.833222322120834358e-01,2.375171137417976253e-01,2.422264954247915769e-01
3.610671141031245313e-01,9.093359737974835433e-01,5.118080504900331951e-01,4.594248388954026430e-01,3.867840753315304747e-01
3.797960560552486875e-01,5.541345110988225020e-01,9.820052805960088893e-02,3.694288281963916676e-01,5.789729985169487225e-01
8.377712135779524782e-02,6.607061069766517747e-02,3.514188489598920606e-01,9.805479955531053449e-01,2.640550017560239215e-02
8.838319206165136110e-01,8.942787437108612458e-02,4.117303155698430750e-01,4.649123991304263681e-01,9.936057983958856976e-02
8.146631120032480355e-01,7.808131687465833526e-01,5.100588447846732265e-02,9.895368366611700939e-02,7.377545848287755392e-01
9.454153060881487214e-03,4.424243092865346449e-01,2.587570502678037121e-01,4.392437689711857773e-01,5.789357314468192017e-01
7.179746905487275344e-01,6.867604135366787155e-01,9.188936701341026136e-01,1.784547161364136159e-01,7.004601213682641880e-01
2.812417489625713696e-01,1.448943893954008910e-01,4.909967941766829602e-01,4.416836126766046089e-01,8.871006356096858836e-01
7.356863133604509830e-01,8.591843660808660132e-01,7.417349035041020944e-02,1.837644059273089159e-01,3.785291496411664625e-01
3.625516328356992446e-02,4.408074397596917215e-01,1.157083715878681751e-02,8.201931038915523109e-01,9.722848535408836756e-01
7.196582542633044310e-01,9.992152318005910194e-01,6.343667585348966576e-02,4.488805973529716997e-01,7.511396145836644056e-01
8.654004622344337871e-01,4.553031946234353811e-03,7.409057567437702385e-01,9.540134649699226754e-01,4.235135993235470409e-01
9.414774964359303722e-01,9.809440124517998516e-02,7.490495362112458144e-01,4.381929280596711385e-01,8.804825730495624558e-02
9.749725526672081699e-01,8.309305339241780386e-01,1.106975281882028872e-01,5.654037239756061206e-01,8.477353921495249800e-01
7.919835044067627949e-01,4.441809991859972939e-01,7.524448003346821956e-01,2.381492510980672828e-01,2.808258133986639704e-01
3.196780626005071291e-01,2.912603666805270164e-01,6.681775866937933461e-02,4.490455749085683346e-01,1.209525538741130779e-01
5.382227399395533851e-03,7.556309805574248362e-01,3.398138326017328126e-01,8.818906906236263499e-01,8.666885649606610453e-01
6.170072479638278873e-01,1.293448655624329646e-01,1.384870777164565192e-01,2.741944400181883790e-01,2.788955447568357560e-01
8.740197265709745977e-01,5.883709304528877970e-01,8.577939531587503996e-01,4.270509910592308334e-01,3.305719587834741180e-01
4.372215643461124790e-01,3.070394495243331523e-01,3.769221079102746952e-01,5.287468544798668013e-03,7.967218941865832349e-01
9.414994020293546706e-01,6.128910949157633237e-01,5.290817925908716246e-01,2.589858711234531707e-01,3.906869073049258345e-01
6.301080275148640553e-03,5.247417611100589907e-01,3.676860548794688155e-01,9.244926259984296291e-01,6.565743997105603080e-01
